School ID,School Name,Street Address,City,State,ZIP,Low Grade*,High Grade*,Charter,Magnet*,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*,lat,lng
6001192,Treeview Elementary,30565 Treeview St.,Hayward,CA,94544,KG,06,No,No,Yes,Yes,500.00000,19.00000,26.3000000,308.00000,35.00000,37.6243893,-122.0374365
0195016,Tri-Valley ROP,1040 Florence Rd.,Livermore,CA,94551,09,12,No,–,†,†,0.00000,–,†,–,–,37.6691535,-121.7742828
6104566,Tyrrell Elementary,27000 Tyrrell Ave.,Hayward,CA,94540,KG,06,No,No,Yes,Yes,716.00000,28.00000,25.6000000,528.00000,40.00000,37.63771819999999,-122.0753591
0112763,United for Success Academy,2101 35th Ave.,Oakland,CA,94601,06,08,No,No,Yes,Yes,359.00000,22.10000,16.2000000,331.00000,11.00000,37.7847011,-122.2165488
6118657,Urban Promise Academy,3031 E. 18th St.,Oakland,CA,94601,06,08,No,No,Yes,Yes,372.00000,19.30000,19.3000000,336.00000,21.00000,37.7819779,-122.2241289
6000830,Vallejo Mill Elementary,38569 Canyon Heights Dr.,Fremont,CA,94536,KG,06,No,No,Yes,No,542.00000,23.00000,23.6000000,132.00000,16.00000,37.5746515,-121.9606206
0138453,Valley High (Continuation),6901 York Dr.,Dublin,CA,94568,09,12,No,No,Yes,No,56.00000,8.10000,6.9000000,25.00000,3.00000,37.7096087,-121.9212219
6002349,Valley View Elementary,480 Adams Way,Pleasanton,CA,94566,KG,05,No,No,Yes,No,645.00000,26.17000,24.6000000,132.00000,19.00000,37.6605134,-121.8622198
6090484,Vannoy Elementary,PO Box 2146,Castro Valley,CA,94546,KG,05,No,No,No,†,434.00000,18.00000,24.1000000,42.00000,8.00000,37.7079558,-122.072069
0130252,Village High,4645 Bernal Ave.,Pleasanton,CA,94566,09,12,No,No,Yes,No,109.00000,12.30000,8.9000000,28.00000,1.00000,37.6557868,-121.8749709
0130393,Vineyard Alternative,1401 Almond Ave.,Livermore,CA,94550,01,12,No,No,Yes,No,133.00000,13.55000,9.8000000,31.00000,0.00000,37.6771018,-121.7408556
6089361,Vintage Hills Elementary,1125 Concord St.,Pleasanton,CA,94566,KG,05,No,No,No,†,634.00000,25.40000,25.0000000,30.00000,4.00000,37.6554658,-121.8554996
0130435,Vista Alternative,4455 Seneca Park Ave.,Fremont,CA,94538,07,12,No,No,Yes,Yes,25.00000,3.00000,8.3000000,9.00000,0.00000,37.5200581,-121.9648189
6002356,Walnut Grove Elementary,1999 Harvest Rd.,Pleasanton,CA,94566,KG,05,No,No,No,†,728.00000,27.00000,27.0000000,26.00000,1.00000,37.673212,-121.8854479
6000848,Warm Springs Elementary,47370 Warm Springs Blvd.,Fremont,CA,94539,03,06,No,No,No,†,1073.00000,37.00000,29.0000000,47.00000,5.00000,37.4825199,-121.9247778
6089619,Warwick Elementary,3375 Warwick Rd.,Fremont,CA,94555,KG,06,No,No,No,†,910.00000,34.00000,26.8000000,133.00000,17.00000,37.57693769999999,-122.0316484
6090328,Washington Elementary,2300 MLK Jr. Way,Berkeley,CA,94704,KG,05,No,No,Yes,Yes,500.00000,23.54000,21.2000000,131.00000,26.00000,37.8666472,-122.2731277
6002455,Washington Elementary,13701 Bancroft Ave.,San Leandro,CA,94578,KG,05,No,No,Yes,Yes,382.00000,17.00000,22.5000000,246.00000,32.00000,37.7152512,-122.1404925
0138693,Washington High,38442 Fremont Blvd.,Fremont,CA,94536,09,12,No,No,Yes,No,1940.00000,85.80000,22.6000000,432.00000,87.00000,37.5528194,-121.9948226
6002703,Washington Manor Middle,1170 Fargo Ave.,San Leandro,CA,94579,06,08,No,No,Yes,No,764.00000,31.79000,24.0000000,344.00000,83.00000,37.68769899999999,-122.149185
6066484,Wells Middle,6800 Penn Dr.,Dublin,CA,94568,06,08,No,No,Yes,No,1029.00000,45.99000,22.4000000,156.00000,19.00000,37.7117328,-121.9188827
0115626,West Oakland Middle,991 14th St.,Oakland,CA,94607,06,08,No,No,Yes,Yes,202.00000,13.70000,14.7000000,187.00000,7.00000,37.8081631,-122.2822146
6057095,Westlake Middle,2629 Harrison St.,Oakland,CA,94612,06,08,No,No,Yes,Yes,360.00000,21.85000,16.5000000,289.00000,18.00000,37.8145333,-122.2608691
0116301,Whiteford (June) Special Education Preschool,35725 Cedar Blvd.,Newark,CA,94560,–,–,No,–,†,†,†,–,†,†,†,37.5501693,-122.0381524
6002307,Wildwood Elementary,301 Wildwood Ave,Piedmont,CA,94611,KG,05,No,No,No,†,302.00000,12.00000,25.2000000,–,–,37.8197488,-122.2352055
6090112,Will C. Wood Middle,420 Grand St.,Alameda,CA,94501,06,08,No,No,Yes,Yes,519.00000,25.48000,20.4000000,225.00000,32.00000,37.7613266,-122.2624519
6056865,Willard Middle,2425 Stuart St.,Berkeley,CA,94705,06,08,No,No,Yes,Yes,634.00000,29.27000,21.7000000,214.00000,29.00000,37.8599191,-122.2584969
6090120,William G. Paden Elementary,444 Central Ave.,Alameda,CA,94501,KG,05,No,No,Yes,Yes,374.00000,15.00000,24.9000000,155.00000,12.00000,37.7712774,-122.2839084
6056923,William Hopkins Junior High,600 Driscoll Rd.,Fremont,CA,94539,07,08,No,No,No,†,1126.00000,46.60000,24.2000000,58.00000,14.00000,37.5469013,-121.9418724
6001341,William Mendenhall Middle,1701 El Padro Dr.,Livermore,CA,94550,06,08,No,No,No,†,975.00000,38.97000,25.0000000,95.00000,12.00000,37.6629103,-121.7932084
6002463,Wilson Elementary,13701 Bancroft Ave.,San Leandro,CA,94578,KG,05,No,No,Yes,Yes,722.00000,26.50000,27.2000000,430.00000,98.00000,37.7152512,-122.1404925
6056972,Winton Middle,PO Box 5000,Hayward,CA,94540,07,08,No,No,Yes,Yes,509.00000,22.22000,22.9000000,358.00000,46.00000,37.6599999,-122.1
0121228,Young Adult Program,1000 BRd.way Ste. 398,Oakland,CA,94607,12,12,No,No,No,†,82.00000,0.50000,164.0000000,7.00000,0.00000,37.8013874,-122.2719463
0127233,Young Adult Program,4210 Tech Dr.,Fremont,CA,94538,09,12,No,No,No,†,40.00000,3.00000,13.3000000,3.00000,0.00000,37.5079221,-121.9545989
